#num month (since 2010),mean elev IN,std elev IN,num pts IN,mean elev OUT,std elev OUT,num pts OUT
2010.625,-1.43909802814,1.01331002549,238,-0.0544437803494,0.713349624166,2777
2010.70833333,-1.37683382364,0.996186606359,182,-0.0975096444878,0.617546146193,2496
2010.79166667,-1.43192995309,0.907957284488,264,-0.0750131416781,0.904986231522,3745
2010.875,-1.50280439699,0.868225556438,413,-0.0915891167438,0.84245362133,4682
2010.95833333,-1.51112585785,0.86569863658,532,-0.101880783147,0.671138424324,6255
2011.04166667,-1.49049283385,0.889429184456,517,-0.127207745252,0.738975971834,6220
2011.125,-1.47507927186,0.865172520131,479,-0.160559632169,0.708547437626,6240
2011.20833333,-1.53481581609,0.864080366608,542,-0.197037144024,0.693505542281,6255
2011.29166667,-1.54024284031,0.896804377589,557,-0.2144575501,0.625469267589,5982
2011.375,-1.52771555538,0.960144231095,575,-0.207250069518,0.639117287928,5913
2011.45833333,-1.51927932241,0.94070731139,531,-0.197332966149,0.666533089455,6166
2011.54166667,-1.49221480408,0.898677479893,529,-0.210878803553,0.676571873499,6402
2011.625,-1.39575201129,0.778663925201,460,-0.204416969706,0.672655267696,6120
2011.70833333,-1.24023337106,0.734819721543,490,-0.186311392395,0.600867272744,6069
2011.79166667,-1.20143322516,0.771750591123,507,-0.163563908051,0.601839501229,6262
2011.875,-1.20491984478,0.749648778125,616,-0.212412751993,0.602186689086,6686
2011.95833333,-1.21567158767,0.80631785306,647,-0.249858330997,0.591661016233,6666
2012.04166667,-1.17724475215,0.778763904032,606,-0.224563684995,0.592466001262,6446
2012.125,-1.11284536993,0.795413906754,551,-0.148768466235,0.598275462536,6196
2012.20833333,-1.04621180058,0.737297090462,521,-0.0998701814703,0.618895011186,6075
2012.29166667,-1.03206709395,0.738591342378,523,-0.0724506519665,0.64273262014,6380
2012.375,-0.997199804645,0.72837481897,581,-0.0488555802048,0.647556664675,6565
2012.45833333,-1.04305925514,0.848043431022,609,-0.0179592177587,0.675146101095,6772
2012.54166667,-1.01322030245,0.841472870629,634,-0.00847400070297,0.588845478756,6705
2012.625,-0.929950917757,0.891220761281,576,0.0258013164811,0.562737689929,6412
2012.70833333,-0.881937608368,0.870600785152,545,0.0404773502496,0.556518305174,6244
2012.79166667,-0.893310031904,0.82755188379,565,0.0350793769649,0.611393217339,6058
2012.875,-0.915204450074,0.861269731208,562,0.00139280359614,0.573377727233,6224
2012.95833333,-0.783127750387,0.827574263069,576,0.0252255759594,0.566023416205,6248
2013.04166667,-0.704181724429,0.833942490601,576,0.0532428317132,0.577805249285,6304
2013.125,-0.550163298192,0.726237603972,590,0.110090554244,0.557758499249,6351
2013.20833333,-0.535766166521,0.695239428865,606,0.0961467756677,0.537255065734,6384
2013.29166667,-0.518432294536,0.720043755479,564,0.0866109489394,0.528291257115,6420
2013.375,-0.494160229505,0.699458809112,525,0.0878511379638,0.518658308949,6271
2013.45833333,-0.473930951947,0.684532293648,532,0.0920354346577,0.555329793798,6388
2013.54166667,-0.46049653897,0.702618825242,634,0.106408146666,0.537856383483,6475
2013.625,-0.438411429363,0.756340071997,659,0.116058029474,0.561393127705,6725
2013.70833333,-0.357265283914,0.733553857878,577,0.136972888392,0.586806925895,6023
2013.79166667,-0.253890968762,0.73619454293,494,0.185961849785,0.561120249928,5799
2013.875,-0.133414241691,0.635165143195,470,0.182939081535,0.545189314329,5563
2013.95833333,-0.0788006871461,0.688198740512,538,0.188436962374,0.517889501499,6297
2014.04166667,-0.0490578782605,0.67131284341,537,0.145668424527,0.587887419781,6176
2014.125,0.0517984816268,0.633343723479,559,0.132488595305,0.583528501104,6298
2014.20833333,0.151278454783,0.57895111557,579,0.0865070957573,0.526583766964,6258
2014.29166667,0.138740109956,0.819043154221,634,0.0533157456098,0.584835452747,6643
2014.375,0.227552971752,0.827972285351,584,0.0639628355045,0.585502849359,6546
2014.45833333,0.388881837552,0.777048889942,543,0.0858059441734,0.644953962893,6492
2014.54166667,0.597176748413,0.676962400853,574,0.129162927914,0.578337947492,6477
2014.625,0.814112520641,0.764563213844,603,0.17327988892,0.565620612721,6489
2014.70833333,1.05985959946,0.772214438753,604,0.183243599998,0.592932034135,6545
2014.79166667,1.18520010364,0.746279843151,584,0.196114138204,0.588608492345,6606
2014.875,1.19703563537,0.768636424432,589,0.139601303203,0.665570183449,6266
2014.95833333,1.18567721273,0.909295183999,575,0.145915531687,0.659548018494,6128
2015.04166667,1.26156274814,0.872527021264,547,0.155646187709,0.709650987322,5910
2015.125,1.35743713103,0.907439540563,538,0.216520888859,0.685698796558,6359
2015.20833333,1.37430638888,0.819262386101,569,0.237845640283,0.634209284481,6265
2015.29166667,1.33816607445,0.859972793413,599,0.193753617147,0.721315222096,6326
2015.375,1.40692515369,0.830743561134,631,0.198101180868,0.721523353819,6085
2015.45833333,1.39277848675,0.928283662167,584,0.211194798293,0.766552602276,6055
2015.54166667,1.48007486435,0.958714725477,546,0.258716951747,0.746470543517,5905
2015.625,1.4534104861,1.01252600729,499,0.267034616333,0.74075620594,6060
2015.70833333,1.54288161084,0.889319135905,608,0.298300197508,0.717742037409,6293
2015.79166667,1.57734156106,0.832508690059,634,0.307668510892,0.668311723966,6340
2015.875,1.57245483897,0.800632436155,630,0.229418488293,0.747579831157,6505
2015.95833333,1.62315480098,0.801708413957,547,0.217797558102,0.725784296938,6426
2016.04166667,1.64319251693,0.762250799047,561,0.245594699766,0.720961335867,6465
2016.125,1.70375712908,0.804764275478,556,0.347227484523,0.716700901674,6223
