#num month (since 2010) | mean elev IN | std elev IN | num pts IN | mean elev OUT | std elev OUT | num pts OUT
2010.625,-0.136765108917,0.645821584664,72,0.244084832719,0.709890516058,370
2010.70833333,-0.209850134325,0.744739269933,72,0.259681759397,0.72359409016,397
2010.79166667,-0.214976803349,0.732239216674,98,0.289755869081,0.58147573965,452
2010.875,-0.327597973335,0.619484355952,124,0.232740203435,0.573726197506,495
2010.95833333,-0.401178781078,0.667313668679,148,0.158442160816,0.585214542067,641
2011.04166667,-0.466583657419,0.624200976109,145,0.0930638961246,0.54850548778,621
2011.125,-0.506982973191,0.631454300836,128,0.0352236441834,0.56695139707,572
2011.20833333,-0.359663408012,0.645954401602,121,0.0446700883548,0.557172487299,560
2011.29166667,-0.441138925316,0.679541843206,124,-0.0103207237033,0.61054333538,575
2011.375,-0.500993427118,0.631783552332,114,-0.0196324262451,0.551435649523,590
2011.45833333,-0.546730433555,0.613576150712,110,-0.0317691813325,0.535770811589,585
2011.54166667,-0.576848255388,0.664825511268,110,-0.0127710070231,0.526231180474,633
2011.625,-0.514070068494,0.635120234495,116,0.0309967964218,0.536535548572,674
2011.70833333,-0.418291686307,0.606654527646,121,0.0954100112376,0.526888647275,676
2011.79166667,-0.374790874857,0.513711007534,124,0.0862695478408,0.618289856639,622
2011.875,-0.423058502678,0.532026968141,103,-0.0343018576869,0.712146826817,605
2011.95833333,-0.633466423295,0.638031994436,132,-0.124697927677,0.67913712937,673
2012.04166667,-0.715855976317,0.607139425198,126,-0.198883424602,0.661892011595,690
2012.125,-0.762214131688,0.637709171373,135,-0.217351440856,0.648053938058,673
2012.20833333,-0.755728799617,0.529047996035,109,-0.262890174986,0.697575004063,614
2012.29166667,-0.658067559737,0.521721171374,113,-0.247792713584,0.741918572544,599
2012.375,-0.605221927473,0.531223012183,125,-0.160128212425,0.677023503642,584
2012.45833333,-0.441420242192,0.519520838425,119,-0.0433571514941,0.564218381547,573
2012.54166667,-0.408757943866,0.585044252267,119,0.00887250232834,0.515463850092,561
2012.625,-0.364258797144,0.589388651082,146,0.0880363643367,0.504411662999,594
2012.70833333,-0.280906707685,0.568732657511,144,0.126310558724,0.467838062519,631
2012.79166667,-0.229906602637,0.590261383062,129,0.144441990692,0.477419730684,659
2012.875,-0.322022957028,0.600218860366,120,0.0856138146933,0.556115530069,625
2012.95833333,-0.510372217973,0.706592374682,109,-0.0130714429891,0.567998546421,550
2013.04166667,-0.593435855255,0.665310941541,127,-0.0344581903748,0.559893764108,531
2013.125,-0.569148291866,0.674650372401,120,0.0804010583496,0.607489535457,601
2013.20833333,-0.529636281451,0.566490968323,139,0.136934988801,0.598229738636,680
2013.29166667,-0.471851953522,0.516607778075,133,0.0464092165915,0.814044283499,694
2013.375,-0.516307332983,0.474087909106,101,0.0313311935133,0.629746300938,647
2013.45833333,-0.440098504542,0.558396129044,96,0.030981814012,0.598383187999,592
2013.54166667,-0.349161170266,0.586318526042,97,-0.00687056159648,0.64835969559,597
2013.625,-0.310814111453,0.528569857271,124,0.0786968385804,0.514400206186,562
2013.70833333,-0.174465679442,0.501407385273,103,0.144694712569,0.484467491665,462
2013.79166667,0.478426246243,0.681554863404,119,0.173771363721,0.461317765029,545
2013.875,0.707822824416,0.705535000462,96,0.094160453661,0.606635934292,585
2013.95833333,0.773311011809,0.623776689402,115,0.099777010024,0.480920275553,668
2014.04166667,0.800112876023,0.678028896242,100,0.0421236328072,0.572709830598,598
2014.125,0.780453429883,0.648004908149,119,0.0189802475885,0.632825093025,581
2014.20833333,0.569240440007,0.68224117392,104,-0.00865050558719,0.629108040737,601
2014.29166667,0.505001981964,0.633178559111,135,0.0184972561043,0.54101753558,658
2014.375,0.477584859406,0.624477358941,151,0.0443590724558,0.44361860601,633
2014.45833333,0.590338793977,0.651153726562,150,0.0946512799846,0.503219360436,625
2014.54166667,0.594950325075,0.706632826639,119,0.133618671249,0.507069533106,546
2014.625,0.781892589347,0.728305222549,122,0.175296310661,0.535300531861,551
2014.70833333,0.66834972672,0.738882538387,118,0.198801657055,0.536913509325,550
2014.79166667,0.591894839482,0.655261395801,118,0.219626167395,0.541774048076,523
2014.875,0.297419579612,0.59467591116,132,0.110081541386,0.566157562172,566
2014.95833333,0.257605928254,0.632767760638,141,0.0852727784099,0.532629352288,615
2015.04166667,0.233238711225,0.520993568051,143,0.0638021355028,0.510952084517,651
2015.125,0.306601729632,0.507655668877,120,0.138712559052,0.506269155571,623
2015.20833333,0.280889548005,0.4449631349,117,0.108685504992,0.503589956304,565
2015.29166667,0.115187495516,0.42973422967,120,0.0991867992663,0.468289710536,563
2015.375,0.132327681071,0.42120690226,119,0.101723150672,0.475841464827,628
2015.45833333,0.0418217483967,0.466859047265,123,0.0933843582858,0.46494728012,684
2015.54166667,0.00390818717889,0.551514586117,90,0.124188400303,0.494399070534,642
2015.625,-0.0722643703414,0.550797636859,87,0.0791031122906,0.438049279557,577
2015.70833333,-0.0698789645797,0.473958399931,79,0.100383201156,0.486223695319,523
2015.79166667,-0.089896299724,0.461137227425,104,0.0825252094343,0.464107795157,575
2015.875,-0.168256011344,0.518572890297,109,-0.0479929717423,0.632014292289,574
2015.95833333,-0.153079846243,0.516065037582,96,-0.0748707435595,0.624849996124,592
2016.04166667,-0.217700305375,0.533091548381,99,-0.0940810923322,0.705774116236,652
2016.125,-0.17959291997,0.494888099036,122,0.0297722408125,0.681221352865,696
2016.20833333,-0.163305517747,0.513155026287,133,0.122267950048,0.517113131108,666
